x,y,z,code,name,river,start,end,dens,Q95_01,Q95_02,Q95_03,Q95_04,Q95_05,Q95_06,Q95_07,Q95_08,Q95_09,Q95_10,Q95_11,Q95_12,lambda
-68.61389,-17.285,3790,CalacoDesag,CALACOTO,Rio Desaguadero,1968,2018,0.9567163364445173,4.530,7.958,7.271,4.670,3.599,3.466,3.004,3.074,2.522,2.087,1.993,2.780,5.419579271851216e-07
