x,y,z,code,name,river,start,end,dens,Q95_01,Q95_02,Q95_03,Q95_04,Q95_05,Q95_06,Q95_07,Q95_08,Q95_09,Q95_10,Q95_11,Q95_12,lambda
-68.61389,-17.285,3790,CalacoDesag,CALACOTO,Rio Desaguadero,1968,2019,0.9575595397377575,4.530,8.054,7.314,4.711,3.609,3.466,3.009,3.082,2.526,2.140,1.997,2.805,5.638002929103168e-07
-68.61389,-17.285,3790,CalacoDesag,CALACOTO,Rio Desaguadero,1968,2019,0.9575595397377575,4.530,8.054,7.314,4.711,3.609,3.466,3.009,3.082,2.526,2.140,1.997,2.805,5.638002929103168e-07
