x,y,z,code,name,river,start,end,dens,Q95_01,Q95_02,Q95_03,Q95_04,Q95_05,Q95_06,Q95_07,Q95_08,Q95_09,Q95_10,Q95_11,Q95_12,lambda
-63.512665,-21.257917,392,Villamontes,VILLAMONTES,Rio Pilcomayo,1973,2020,0.9678456591639871,112.060,148.010,145.640,78.806,46.770,28.487,25.670,17.730,13.908,12.546,15.550,37.736,5.8147694616213485e-08
-63.512665,-21.257917,392,Villamontes,VILLAMONTES,Rio Pilcomayo,1973,2020,0.9678456591639871,112.060,148.010,145.640,78.806,46.770,28.487,25.670,17.730,13.908,12.546,15.550,37.736,5.8147694616213485e-08
