Start,End,Dvol,LFI
1984-08-30,1984-11-03,923550929.4998522,0.8051953910313441
1987-04-19,1987-05-10,889457440.4360476,0.793069675469631
1988-11-24,1988-12-04,192361197.45847955,0.2887297520686959
1989-12-01,1989-12-10,93341959.14261557,0.15238073385630213
2004-03-12,2004-04-22,1032362994.8243744,0.8393427416778195
2005-04-23,2005-05-30,1663825419.5518517,0.94749801011832
2008-12-15,2008-12-23,63942626.55402159,0.10707505033186138
2010-06-25,2010-07-25,651225929.0676466,0.6844463488313746
2010-08-24,2010-12-14,803057962.2279087,0.7588523009356103
2010-12-30,2011-01-24,846613177.339317,0.7767557938819876
2012-01-30,2012-02-10,256643574.80791086,0.3652711150430671
2016-01-28,2016-02-06,350973534.6496974,0.4629322109799898
2016-08-13,2016-08-21,20895234.716662396,0.0363323871969089
2017-02-09,2017-03-12,116163715.92936267,0.18595916545557922
